7599.76, 0.001788
7679.05, 0.001892
7636.37, 0.002058
7589.15, 0.001860
7588.68, 0.003308
7589.20, 0.001382
7616.80, 0.001928
7570.99, 0.001777
7650.44, 0.002209
7623.53, 0.001765
11194345.39, 0.073527
11198330.26, 0.114403
11182727.52, 0.085737
11184415.56, 0.114402
11202715.92, 0.105442
11152433.18, 0.080421
11189891.70, 0.091923
11157321.43, 0.102540
11192932.07, 0.102925
11152329.79, 0.076259
24648263.00, 0.470106
24676154.00, 0.489790
43098299.00, 0.819689
43141730.00, 1.071285
43201539.00, 1.148557
66668600.00, 1.567048
66693391.00, 1.577125
66783597.00, 1.681136
95307787.00, 2.945830
95315225.00, 2.811271
