funcid,dim,milestone,error
29,10,1,3.397685e+02
29,10,2,3.397685e+02
29,10,3,3.397685e+02
29,10,5,3.225692e+02
29,10,10,2.982115e+02
29,10,20,2.982115e+02
29,10,30,2.982115e+02
29,10,40,2.982115e+02
29,10,50,2.982115e+02
29,10,60,2.982115e+02
29,10,70,2.982115e+02
29,10,80,2.982115e+02
29,10,90,2.982115e+02
29,10,100,2.982115e+02
29,10,1,4.255345e+02
29,10,2,4.228096e+02
29,10,3,4.228096e+02
29,10,5,4.228096e+02
29,10,10,4.228096e+02
29,10,20,3.477552e+02
29,10,30,3.244927e+02
29,10,40,3.244927e+02
29,10,50,3.244927e+02
29,10,60,3.244927e+02
29,10,70,3.212796e+02
29,10,80,3.212796e+02
29,10,90,3.043804e+02
29,10,100,3.043804e+02
29,10,1,3.912028e+02
29,10,2,3.619019e+02
29,10,3,3.619019e+02
29,10,5,3.619019e+02
29,10,10,3.619019e+02
29,10,20,3.619019e+02
29,10,30,3.619019e+02
29,10,40,3.619019e+02
29,10,50,3.619019e+02
29,10,60,3.619019e+02
29,10,70,3.619019e+02
29,10,80,3.619019e+02
29,10,90,3.619019e+02
29,10,100,3.619019e+02
29,10,1,5.980905e+02
29,10,2,5.005823e+02
29,10,3,4.634858e+02
29,10,5,3.979602e+02
29,10,10,3.979602e+02
29,10,20,3.979602e+02
29,10,30,3.979602e+02
29,10,40,3.979602e+02
29,10,50,3.979602e+02
29,10,60,3.979602e+02
29,10,70,3.979602e+02
29,10,80,3.979602e+02
29,10,90,3.979602e+02
29,10,100,3.979602e+02
29,10,1,4.132027e+02
29,10,2,4.132027e+02
29,10,3,4.132027e+02
29,10,5,4.132027e+02
29,10,10,4.132027e+02
29,10,20,3.657678e+02
29,10,30,3.636235e+02
29,10,40,3.636235e+02
29,10,50,3.292780e+02
29,10,60,2.952720e+02
29,10,70,2.952720e+02
29,10,80,2.952720e+02
29,10,90,2.952720e+02
29,10,100,2.952720e+02
29,10,1,3.473832e+02
29,10,2,3.473832e+02
29,10,3,3.473832e+02
29,10,5,3.473832e+02
29,10,10,3.473832e+02
29,10,20,3.354706e+02
29,10,30,2.862508e+02
29,10,40,2.824106e+02
29,10,50,2.543368e+02
29,10,60,2.543368e+02
29,10,70,2.543368e+02
29,10,80,2.543368e+02
29,10,90,2.543368e+02
29,10,100,2.543368e+02
29,10,1,7.045977e+02
29,10,2,5.111113e+02
29,10,3,4.236053e+02
29,10,5,4.009707e+02
29,10,10,2.866075e+02
29,10,20,2.866075e+02
29,10,30,2.866075e+02
29,10,40,2.866075e+02
29,10,50,2.866075e+02
29,10,60,2.866075e+02
29,10,70,2.866075e+02
29,10,80,2.866075e+02
29,10,90,2.866075e+02
29,10,100,2.866075e+02
29,10,1,3.959091e+02
29,10,2,3.719306e+02
29,10,3,3.648114e+02
29,10,5,3.648114e+02
29,10,10,3.648114e+02
29,10,20,3.648114e+02
29,10,30,3.472005e+02
29,10,40,3.317225e+02
29,10,50,3.303107e+02
29,10,60,3.303107e+02
29,10,70,3.303107e+02
29,10,80,3.303107e+02
29,10,90,3.303107e+02
29,10,100,3.303107e+02
29,10,1,4.427609e+02
29,10,2,3.901209e+02
29,10,3,3.871305e+02
29,10,5,3.788990e+02
29,10,10,3.469929e+02
29,10,20,3.435741e+02
29,10,30,3.435741e+02
29,10,40,3.427090e+02
29,10,50,3.427090e+02
29,10,60,3.427090e+02
29,10,70,3.107634e+02
29,10,80,3.107634e+02
29,10,90,3.107634e+02
29,10,100,3.107634e+02
29,10,1,4.088180e+02
29,10,2,3.418653e+02
29,10,3,3.418653e+02
29,10,5,3.346300e+02
29,10,10,2.913738e+02
29,10,20,2.913738e+02
29,10,30,2.913738e+02
29,10,40,2.913738e+02
29,10,50,2.913738e+02
29,10,60,2.913738e+02
29,10,70,2.913738e+02
29,10,80,2.913738e+02
29,10,90,2.913738e+02
29,10,100,2.913738e+02
