funcid,dim,milestone,error
5,10,1,7.286427e+01
5,10,2,5.475079e+01
5,10,3,5.475079e+01
5,10,5,5.475079e+01
5,10,10,5.475079e+01
5,10,20,4.372710e+01
5,10,30,4.372710e+01
5,10,40,4.372710e+01
5,10,50,4.372710e+01
5,10,60,4.372710e+01
5,10,70,3.796744e+01
5,10,80,3.535124e+01
5,10,90,3.535124e+01
5,10,100,3.535124e+01
5,10,1,6.717306e+01
5,10,2,6.182466e+01
5,10,3,6.182466e+01
5,10,5,6.172150e+01
5,10,10,6.151936e+01
5,10,20,4.704738e+01
5,10,30,3.918372e+01
5,10,40,3.829965e+01
5,10,50,3.694162e+01
5,10,60,3.694162e+01
5,10,70,3.404497e+01
5,10,80,3.059751e+01
5,10,90,3.059751e+01
5,10,100,3.059751e+01
5,10,1,6.067073e+01
5,10,2,2.964916e+01
5,10,3,2.964916e+01
5,10,5,2.964916e+01
5,10,10,2.964916e+01
5,10,20,2.964916e+01
5,10,30,2.964916e+01
5,10,40,2.964916e+01
5,10,50,2.964916e+01
5,10,60,2.964916e+01
5,10,70,2.964916e+01
5,10,80,2.964916e+01
5,10,90,2.964916e+01
5,10,100,2.964916e+01
5,10,1,5.176435e+01
5,10,2,5.176435e+01
5,10,3,4.451357e+01
5,10,5,4.309066e+01
5,10,10,4.309066e+01
5,10,20,4.309066e+01
5,10,30,4.309066e+01
5,10,40,4.309066e+01
5,10,50,4.309066e+01
5,10,60,3.174365e+01
5,10,70,3.174365e+01
5,10,80,3.174365e+01
5,10,90,3.174365e+01
5,10,100,2.985533e+01
5,10,1,8.412003e+01
5,10,2,5.678729e+01
5,10,3,5.658274e+01
5,10,5,5.658274e+01
5,10,10,4.098558e+01
5,10,20,4.098558e+01
5,10,30,3.979438e+01
5,10,40,3.979438e+01
5,10,50,3.979438e+01
5,10,60,3.979438e+01
5,10,70,3.979438e+01
5,10,80,3.979438e+01
5,10,90,3.979438e+01
5,10,100,3.979438e+01
5,10,1,5.498081e+01
5,10,2,5.175415e+01
5,10,3,5.090149e+01
5,10,5,5.090149e+01
5,10,10,4.281115e+01
5,10,20,4.002868e+01
5,10,30,4.002868e+01
5,10,40,4.002868e+01
5,10,50,4.002868e+01
5,10,60,4.002868e+01
5,10,70,4.002868e+01
5,10,80,4.002868e+01
5,10,90,3.349000e+01
5,10,100,3.349000e+01
5,10,1,5.413772e+01
5,10,2,5.413772e+01
5,10,3,5.413772e+01
5,10,5,4.539024e+01
5,10,10,4.539024e+01
5,10,20,4.539024e+01
5,10,30,4.539024e+01
5,10,40,4.539024e+01
5,10,50,4.539024e+01
5,10,60,3.458933e+01
5,10,70,3.458933e+01
5,10,80,3.458933e+01
5,10,90,3.458933e+01
5,10,100,3.458933e+01
5,10,1,6.306910e+01
5,10,2,5.245602e+01
5,10,3,4.715099e+01
5,10,5,4.715099e+01
5,10,10,4.715099e+01
5,10,20,3.218324e+01
5,10,30,3.218324e+01
5,10,40,3.218324e+01
5,10,50,3.218324e+01
5,10,60,3.218324e+01
5,10,70,3.218324e+01
5,10,80,3.218324e+01
5,10,90,3.218324e+01
5,10,100,3.218324e+01
5,10,1,7.180451e+01
5,10,2,3.231319e+01
5,10,3,3.231319e+01
5,10,5,3.231319e+01
5,10,10,3.231319e+01
5,10,20,3.231319e+01
5,10,30,2.964433e+01
5,10,40,2.964433e+01
5,10,50,2.964433e+01
5,10,60,2.964433e+01
5,10,70,2.964433e+01
5,10,80,2.964433e+01
5,10,90,2.964433e+01
5,10,100,2.964433e+01
5,10,1,7.541308e+01
5,10,2,7.541308e+01
5,10,3,6.035850e+01
5,10,5,4.370557e+01
5,10,10,4.370557e+01
5,10,20,4.370557e+01
5,10,30,4.370557e+01
5,10,40,4.370557e+01
5,10,50,4.370557e+01
5,10,60,4.370557e+01
5,10,70,4.370557e+01
5,10,80,4.370557e+01
5,10,90,4.275483e+01
5,10,100,4.275483e+01
