funcid,dim,milestone,error
24,10,1,3.810167e+02
24,10,2,3.754094e+02
24,10,3,3.711967e+02
24,10,5,3.166531e+02
24,10,10,2.964071e+02
24,10,20,2.280525e+02
24,10,30,2.280525e+02
24,10,40,2.280525e+02
24,10,50,2.280525e+02
24,10,60,2.280525e+02
24,10,70,2.280525e+02
24,10,80,2.280525e+02
24,10,90,2.280525e+02
24,10,100,2.280525e+02
24,10,1,4.165740e+02
24,10,2,4.165740e+02
24,10,3,4.165740e+02
24,10,5,4.165740e+02
24,10,10,4.052931e+02
24,10,20,4.011089e+02
24,10,30,4.011089e+02
24,10,40,4.011089e+02
24,10,50,4.011089e+02
24,10,60,4.011089e+02
24,10,70,4.011089e+02
24,10,80,3.996743e+02
24,10,90,3.996743e+02
24,10,100,3.963736e+02
24,10,1,4.065589e+02
24,10,2,3.909860e+02
24,10,3,3.909860e+02
24,10,5,3.909860e+02
24,10,10,3.909860e+02
24,10,20,3.909860e+02
24,10,30,3.909860e+02
24,10,40,3.909860e+02
24,10,50,3.909860e+02
24,10,60,3.909860e+02
24,10,70,3.909860e+02
24,10,80,3.909860e+02
24,10,90,3.909860e+02
24,10,100,3.909860e+02
24,10,1,4.198612e+02
24,10,2,4.198612e+02
24,10,3,4.198612e+02
24,10,5,4.019184e+02
24,10,10,4.019184e+02
24,10,20,4.019184e+02
24,10,30,3.808326e+02
24,10,40,3.808326e+02
24,10,50,3.808326e+02
24,10,60,3.808326e+02
24,10,70,3.808326e+02
24,10,80,3.808326e+02
24,10,90,3.808326e+02
24,10,100,3.808326e+02
24,10,1,3.157844e+02
24,10,2,2.354285e+02
24,10,3,2.340790e+02
24,10,5,2.198802e+02
24,10,10,2.175751e+02
24,10,20,1.781096e+02
24,10,30,1.764707e+02
24,10,40,1.710999e+02
24,10,50,1.710494e+02
24,10,60,1.710494e+02
24,10,70,1.695547e+02
24,10,80,1.695547e+02
24,10,90,1.695547e+02
24,10,100,1.695547e+02
24,10,1,4.324277e+02
24,10,2,4.134019e+02
24,10,3,4.132864e+02
24,10,5,3.921207e+02
24,10,10,3.921207e+02
24,10,20,3.886590e+02
24,10,30,3.886590e+02
24,10,40,3.886590e+02
24,10,50,3.886590e+02
24,10,60,3.886590e+02
24,10,70,3.886590e+02
24,10,80,3.886590e+02
24,10,90,3.886590e+02
24,10,100,3.886590e+02
24,10,1,4.236382e+02
24,10,2,4.236382e+02
24,10,3,4.236382e+02
24,10,5,4.210115e+02
24,10,10,4.034801e+02
24,10,20,4.034801e+02
24,10,30,3.982749e+02
24,10,40,3.982749e+02
24,10,50,3.765373e+02
24,10,60,3.765373e+02
24,10,70,3.757914e+02
24,10,80,3.711178e+02
24,10,90,3.711178e+02
24,10,100,3.711178e+02
24,10,1,4.391908e+02
24,10,2,4.391908e+02
24,10,3,4.391908e+02
24,10,5,4.128823e+02
24,10,10,3.958911e+02
24,10,20,3.913124e+02
24,10,30,3.913124e+02
24,10,40,3.724090e+02
24,10,50,3.724090e+02
24,10,60,3.724090e+02
24,10,70,3.724090e+02
24,10,80,3.724090e+02
24,10,90,3.724090e+02
24,10,100,3.724090e+02
24,10,1,4.160942e+02
24,10,2,3.902947e+02
24,10,3,3.902947e+02
24,10,5,3.902947e+02
24,10,10,3.902540e+02
24,10,20,3.852621e+02
24,10,30,3.852621e+02
24,10,40,3.852621e+02
24,10,50,3.852621e+02
24,10,60,3.852621e+02
24,10,70,3.852621e+02
24,10,80,3.852621e+02
24,10,90,3.852621e+02
24,10,100,3.852621e+02
24,10,1,4.181647e+02
24,10,2,4.181647e+02
24,10,3,3.993387e+02
24,10,5,3.989603e+02
24,10,10,3.989603e+02
24,10,20,3.880448e+02
24,10,30,3.880448e+02
24,10,40,3.880448e+02
24,10,50,3.880448e+02
24,10,60,3.880448e+02
24,10,70,3.880448e+02
24,10,80,3.876680e+02
24,10,90,3.876680e+02
24,10,100,3.876680e+02
