funcid,dim,milestone,error
30,10,1,5.991673e+06
30,10,2,5.991673e+06
30,10,3,5.779485e+06
30,10,5,5.779485e+06
30,10,10,1.890589e+06
30,10,20,1.890589e+06
30,10,30,1.890589e+06
30,10,40,1.890589e+06
30,10,50,1.890589e+06
30,10,60,1.890589e+06
30,10,70,1.890589e+06
30,10,80,1.890589e+06
30,10,90,1.890589e+06
30,10,100,1.890589e+06
30,10,1,2.096560e+07
30,10,2,2.096560e+07
30,10,3,2.096560e+07
30,10,5,2.096560e+07
30,10,10,6.566879e+05
30,10,20,5.841754e+05
30,10,30,4.781324e+05
30,10,40,4.440014e+05
30,10,50,3.851557e+05
30,10,60,3.851557e+05
30,10,70,3.851557e+05
30,10,80,3.851557e+05
30,10,90,3.851557e+05
30,10,100,3.851557e+05
30,10,1,1.537305e+06
30,10,2,3.642135e+05
30,10,3,3.642135e+05
30,10,5,3.642135e+05
30,10,10,2.729683e+05
30,10,20,2.729683e+05
30,10,30,2.729683e+05
30,10,40,2.729683e+05
30,10,50,2.729683e+05
30,10,60,2.729683e+05
30,10,70,2.729683e+05
30,10,80,2.729683e+05
30,10,90,2.729683e+05
30,10,100,2.729683e+05
30,10,1,6.171519e+06
30,10,2,5.841251e+06
30,10,3,4.782981e+06
30,10,5,4.782981e+06
30,10,10,3.794389e+06
30,10,20,2.092865e+06
30,10,30,2.092865e+06
30,10,40,1.911877e+06
30,10,50,1.911877e+06
30,10,60,1.911877e+06
30,10,70,1.911877e+06
30,10,80,1.911877e+06
30,10,90,1.911877e+06
30,10,100,1.911877e+06
30,10,1,2.702060e+07
30,10,2,1.754308e+07
30,10,3,1.754308e+07
30,10,5,1.113068e+07
30,10,10,7.242627e+06
30,10,20,8.603134e+05
30,10,30,6.240562e+05
30,10,40,6.240562e+05
30,10,50,6.240562e+05
30,10,60,6.107198e+05
30,10,70,6.020910e+05
30,10,80,6.020910e+05
30,10,90,6.020910e+05
30,10,100,6.020910e+05
30,10,1,2.367566e+06
30,10,2,3.122141e+05
30,10,3,2.860256e+05
30,10,5,1.464548e+05
30,10,10,9.849194e+04
30,10,20,9.849194e+04
30,10,30,9.849194e+04
30,10,40,9.849194e+04
30,10,50,9.849194e+04
30,10,60,9.849194e+04
30,10,70,9.849194e+04
30,10,80,9.849194e+04
30,10,90,9.849194e+04
30,10,100,9.849194e+04
30,10,1,2.025588e+05
30,10,2,2.025588e+05
30,10,3,2.025588e+05
30,10,5,2.025588e+05
30,10,10,2.025588e+05
30,10,20,2.025588e+05
30,10,30,2.025588e+05
30,10,40,2.025588e+05
30,10,50,2.025588e+05
30,10,60,2.025588e+05
30,10,70,2.025588e+05
30,10,80,2.025588e+05
30,10,90,2.025588e+05
30,10,100,2.025588e+05
30,10,1,1.665451e+07
30,10,2,1.420890e+07
30,10,3,1.351699e+07
30,10,5,3.401247e+06
30,10,10,3.401247e+06
30,10,20,1.802146e+06
30,10,30,1.802146e+06
30,10,40,1.802146e+06
30,10,50,1.802146e+06
30,10,60,1.802146e+06
30,10,70,1.802146e+06
30,10,80,1.802146e+06
30,10,90,1.802146e+06
30,10,100,1.802146e+06
30,10,1,4.372237e+06
30,10,2,4.047033e+06
30,10,3,3.637031e+06
30,10,5,3.277843e+06
30,10,10,3.277843e+06
30,10,20,3.277843e+06
30,10,30,2.262821e+06
30,10,40,5.479822e+05
30,10,50,5.479822e+05
30,10,60,5.211931e+05
30,10,70,4.142963e+05
30,10,80,4.142963e+05
30,10,90,4.142963e+05
30,10,100,4.142963e+05
30,10,1,5.758439e+06
30,10,2,5.758439e+06
30,10,3,5.758439e+06
30,10,5,5.302830e+06
30,10,10,3.185045e+06
30,10,20,3.185045e+06
30,10,30,3.185045e+06
30,10,40,3.185045e+06
30,10,50,3.185045e+06
30,10,60,3.185045e+06
30,10,70,1.852848e+06
30,10,80,1.852848e+06
30,10,90,1.850914e+06
30,10,100,1.850914e+06
