funcid,dim,milestone,error
9,10,1,5.511813e+02
9,10,2,5.287978e+02
9,10,3,5.287978e+02
9,10,5,3.183393e+02
9,10,10,3.183393e+02
9,10,20,2.597983e+02
9,10,30,2.597983e+02
9,10,40,2.597983e+02
9,10,50,2.597983e+02
9,10,60,2.597983e+02
9,10,70,2.597983e+02
9,10,80,2.597983e+02
9,10,90,2.597983e+02
9,10,100,2.597983e+02
9,10,1,1.652801e+03
9,10,2,1.287601e+03
9,10,3,1.231593e+03
9,10,5,1.052277e+03
9,10,10,3.773984e+02
9,10,20,3.626786e+02
9,10,30,3.626786e+02
9,10,40,1.922516e+02
9,10,50,1.922516e+02
9,10,60,1.922516e+02
9,10,70,1.922516e+02
9,10,80,1.922516e+02
9,10,90,1.922516e+02
9,10,100,1.734103e+02
9,10,1,3.072483e+02
9,10,2,3.072483e+02
9,10,3,3.072483e+02
9,10,5,3.072483e+02
9,10,10,3.072483e+02
9,10,20,1.704504e+02
9,10,30,1.683509e+02
9,10,40,1.683509e+02
9,10,50,1.603513e+02
9,10,60,1.603513e+02
9,10,70,1.603513e+02
9,10,80,1.576509e+02
9,10,90,1.576509e+02
9,10,100,1.555514e+02
9,10,1,1.427055e+03
9,10,2,7.498645e+02
9,10,3,6.209455e+02
9,10,5,6.209455e+02
9,10,10,2.058040e+02
9,10,20,1.046292e+02
9,10,30,1.046292e+02
9,10,40,1.046292e+02
9,10,50,9.865862e+01
9,10,60,9.865862e+01
9,10,70,9.865862e+01
9,10,80,9.865862e+01
9,10,90,9.865862e+01
9,10,100,9.865862e+01
9,10,1,1.245760e+03
9,10,2,1.242537e+03
9,10,3,9.512202e+02
9,10,5,5.196879e+02
9,10,10,5.032206e+02
9,10,20,4.983976e+02
9,10,30,4.983976e+02
9,10,40,4.983976e+02
9,10,50,4.983976e+02
9,10,60,4.983976e+02
9,10,70,4.922497e+02
9,10,80,4.685876e+02
9,10,90,2.864413e+02
9,10,100,2.864413e+02
9,10,1,9.153683e+02
9,10,2,8.102934e+02
9,10,3,7.575173e+02
9,10,5,6.549874e+02
9,10,10,3.236128e+02
9,10,20,3.236128e+02
9,10,30,3.236128e+02
9,10,40,3.236128e+02
9,10,50,1.614751e+02
9,10,60,1.506997e+02
9,10,70,1.506997e+02
9,10,80,1.506997e+02
9,10,90,1.506997e+02
9,10,100,1.506997e+02
9,10,1,7.894671e+02
9,10,2,3.423071e+02
9,10,3,2.878020e+02
9,10,5,2.772662e+02
9,10,10,2.772662e+02
9,10,20,2.349790e+02
9,10,30,2.349790e+02
9,10,40,2.349790e+02
9,10,50,2.098098e+02
9,10,60,1.647156e+02
9,10,70,1.617703e+02
9,10,80,6.795789e+01
9,10,90,6.795789e+01
9,10,100,6.795789e+01
9,10,1,5.404440e+02
9,10,2,5.404440e+02
9,10,3,5.404440e+02
9,10,5,4.924098e+02
9,10,10,1.441639e+02
9,10,20,1.441639e+02
9,10,30,1.441639e+02
9,10,40,1.441639e+02
9,10,50,1.441639e+02
9,10,60,1.441639e+02
9,10,70,1.441639e+02
9,10,80,1.370081e+02
9,10,90,1.370081e+02
9,10,100,1.370081e+02
9,10,1,1.227758e+03
9,10,2,1.121223e+03
9,10,3,3.636879e+02
9,10,5,3.021245e+02
9,10,10,3.021245e+02
9,10,20,3.021245e+02
9,10,30,3.021245e+02
9,10,40,2.556128e+02
9,10,50,2.556128e+02
9,10,60,2.556128e+02
9,10,70,2.556128e+02
9,10,80,2.556128e+02
9,10,90,2.556128e+02
9,10,100,2.556128e+02
9,10,1,1.934409e+03
9,10,2,1.446007e+03
9,10,3,1.446007e+03
9,10,5,1.418915e+03
9,10,10,6.198053e+02
9,10,20,3.861745e+02
9,10,30,3.701931e+02
9,10,40,3.701931e+02
9,10,50,3.701931e+02
9,10,60,3.701931e+02
9,10,70,3.701931e+02
9,10,80,2.976262e+02
9,10,90,2.902935e+02
9,10,100,2.902935e+02
