funcid,dim,milestone,error
17,10,1,3.739751e+02
17,10,2,2.901935e+02
17,10,3,2.709677e+02
17,10,5,2.709677e+02
17,10,10,2.709677e+02
17,10,20,2.600521e+02
17,10,30,2.553892e+02
17,10,40,2.553892e+02
17,10,50,2.541114e+02
17,10,60,2.541114e+02
17,10,70,2.541114e+02
17,10,80,2.541114e+02
17,10,90,2.541114e+02
17,10,100,2.541114e+02
17,10,1,1.499252e+02
17,10,2,1.179137e+02
17,10,3,1.158641e+02
17,10,5,7.939826e+01
17,10,10,7.924932e+01
17,10,20,6.931098e+01
17,10,30,6.931098e+01
17,10,40,6.931098e+01
17,10,50,6.931098e+01
17,10,60,6.931098e+01
17,10,70,6.931098e+01
17,10,80,6.931098e+01
17,10,90,6.931098e+01
17,10,100,6.931098e+01
17,10,1,1.757785e+02
17,10,2,1.673385e+02
17,10,3,1.120458e+02
17,10,5,1.043849e+02
17,10,10,1.043849e+02
17,10,20,1.043849e+02
17,10,30,1.043849e+02
17,10,40,1.041669e+02
17,10,50,1.028139e+02
17,10,60,1.028139e+02
17,10,70,1.028139e+02
17,10,80,1.028139e+02
17,10,90,1.001209e+02
17,10,100,1.001209e+02
17,10,1,1.466505e+02
17,10,2,1.408405e+02
17,10,3,1.337531e+02
17,10,5,1.240073e+02
17,10,10,1.240073e+02
17,10,20,1.240073e+02
17,10,30,1.240073e+02
17,10,40,1.240073e+02
17,10,50,1.214729e+02
17,10,60,1.214729e+02
17,10,70,1.211547e+02
17,10,80,1.159363e+02
17,10,90,1.159363e+02
17,10,100,1.159363e+02
17,10,1,1.869443e+02
17,10,2,1.065474e+02
17,10,3,7.585583e+01
17,10,5,7.585583e+01
17,10,10,7.524434e+01
17,10,20,7.336334e+01
17,10,30,7.336334e+01
17,10,40,7.336334e+01
17,10,50,7.336334e+01
17,10,60,7.283470e+01
17,10,70,7.283470e+01
17,10,80,7.283470e+01
17,10,90,7.283470e+01
17,10,100,7.283470e+01
17,10,1,1.322516e+02
17,10,2,1.320265e+02
17,10,3,1.313980e+02
17,10,5,1.313980e+02
17,10,10,1.313980e+02
17,10,20,1.237435e+02
17,10,30,1.237435e+02
17,10,40,1.210187e+02
17,10,50,1.171442e+02
17,10,60,1.171442e+02
17,10,70,1.171442e+02
17,10,80,1.171442e+02
17,10,90,1.171442e+02
17,10,100,1.171442e+02
17,10,1,2.329055e+02
17,10,2,2.310624e+02
17,10,3,2.310131e+02
17,10,5,2.302731e+02
17,10,10,2.174824e+02
17,10,20,2.133609e+02
17,10,30,2.117481e+02
17,10,40,2.117481e+02
17,10,50,2.117481e+02
17,10,60,2.117481e+02
17,10,70,2.117481e+02
17,10,80,2.117481e+02
17,10,90,2.113417e+02
17,10,100,2.113417e+02
17,10,1,9.948514e+01
17,10,2,8.526653e+01
17,10,3,8.526653e+01
17,10,5,8.476276e+01
17,10,10,8.059123e+01
17,10,20,7.995974e+01
17,10,30,7.174686e+01
17,10,40,7.174686e+01
17,10,50,7.174686e+01
17,10,60,7.174686e+01
17,10,70,7.174686e+01
17,10,80,7.174686e+01
17,10,90,7.174686e+01
17,10,100,7.174686e+01
17,10,1,1.064999e+02
17,10,2,1.012633e+02
17,10,3,9.218312e+01
17,10,5,9.218312e+01
17,10,10,8.056345e+01
17,10,20,8.056345e+01
17,10,30,8.056345e+01
17,10,40,8.056345e+01
17,10,50,8.056345e+01
17,10,60,8.056345e+01
17,10,70,8.056345e+01
17,10,80,8.056345e+01
17,10,90,8.056345e+01
17,10,100,8.056345e+01
17,10,1,3.191181e+02
17,10,2,3.092608e+02
17,10,3,2.921251e+02
17,10,5,2.913479e+02
17,10,10,2.859056e+02
17,10,20,2.268884e+02
17,10,30,2.268884e+02
17,10,40,2.268884e+02
17,10,50,2.268884e+02
17,10,60,2.268884e+02
17,10,70,2.268884e+02
17,10,80,2.268884e+02
17,10,90,2.268884e+02
17,10,100,2.268884e+02
