funcid,dim,milestone,error
25,10,1,5.378406e+02
25,10,2,5.371757e+02
25,10,3,4.692817e+02
25,10,5,4.692817e+02
25,10,10,4.692817e+02
25,10,20,4.479209e+02
25,10,30,4.479209e+02
25,10,40,4.479209e+02
25,10,50,4.479209e+02
25,10,60,4.479209e+02
25,10,70,4.479209e+02
25,10,80,4.479209e+02
25,10,90,4.479209e+02
25,10,100,4.479209e+02
25,10,1,5.700120e+02
25,10,2,5.085472e+02
25,10,3,5.035363e+02
25,10,5,4.960098e+02
25,10,10,4.960098e+02
25,10,20,4.703451e+02
25,10,30,4.683119e+02
25,10,40,4.683119e+02
25,10,50,4.632569e+02
25,10,60,4.632569e+02
25,10,70,4.632569e+02
25,10,80,4.632569e+02
25,10,90,4.632569e+02
25,10,100,4.632569e+02
25,10,1,5.192448e+02
25,10,2,5.108589e+02
25,10,3,5.108589e+02
25,10,5,5.108589e+02
25,10,10,4.703736e+02
25,10,20,4.703736e+02
25,10,30,4.703736e+02
25,10,40,4.703736e+02
25,10,50,4.703736e+02
25,10,60,4.703736e+02
25,10,70,4.703736e+02
25,10,80,4.648854e+02
25,10,90,4.648854e+02
25,10,100,4.648854e+02
25,10,1,4.885147e+02
25,10,2,4.885147e+02
25,10,3,4.689533e+02
25,10,5,4.689533e+02
25,10,10,4.616191e+02
25,10,20,4.606927e+02
25,10,30,4.606927e+02
25,10,40,4.606927e+02
25,10,50,4.606927e+02
25,10,60,4.606927e+02
25,10,70,4.606927e+02
25,10,80,4.606927e+02
25,10,90,4.606927e+02
25,10,100,4.606927e+02
25,10,1,7.178239e+02
25,10,2,5.825640e+02
25,10,3,5.350160e+02
25,10,5,5.038601e+02
25,10,10,4.812187e+02
25,10,20,4.664858e+02
25,10,30,4.664858e+02
25,10,40,4.664858e+02
25,10,50,4.581064e+02
25,10,60,4.581064e+02
25,10,70,4.581064e+02
25,10,80,4.581064e+02
25,10,90,4.581064e+02
25,10,100,4.581064e+02
25,10,1,5.440878e+02
25,10,2,5.276614e+02
25,10,3,5.205338e+02
25,10,5,5.205338e+02
25,10,10,5.194874e+02
25,10,20,5.001477e+02
25,10,30,4.664651e+02
25,10,40,4.599207e+02
25,10,50,4.599207e+02
25,10,60,4.599207e+02
25,10,70,4.599207e+02
25,10,80,4.599207e+02
25,10,90,4.599207e+02
25,10,100,4.599207e+02
25,10,1,6.115057e+02
25,10,2,5.319917e+02
25,10,3,5.319917e+02
25,10,5,5.319917e+02
25,10,10,5.232159e+02
25,10,20,4.418640e+02
25,10,30,4.418640e+02
25,10,40,4.418640e+02
25,10,50,4.418640e+02
25,10,60,4.418640e+02
25,10,70,4.418640e+02
25,10,80,4.288261e+02
25,10,90,4.288261e+02
25,10,100,4.288261e+02
25,10,1,4.905438e+02
25,10,2,4.798862e+02
25,10,3,4.798862e+02
25,10,5,4.693101e+02
25,10,10,4.682947e+02
25,10,20,4.682947e+02
25,10,30,4.682947e+02
25,10,40,4.682947e+02
25,10,50,4.682947e+02
25,10,60,4.616112e+02
25,10,70,4.616112e+02
25,10,80,4.616112e+02
25,10,90,4.616112e+02
25,10,100,4.616112e+02
25,10,1,5.243094e+02
25,10,2,5.011458e+02
25,10,3,5.011458e+02
25,10,5,5.011458e+02
25,10,10,5.011458e+02
25,10,20,4.778136e+02
25,10,30,4.778136e+02
25,10,40,4.778136e+02
25,10,50,4.778136e+02
25,10,60,4.778136e+02
25,10,70,4.778136e+02
25,10,80,4.778136e+02
25,10,90,4.778136e+02
25,10,100,4.778136e+02
25,10,1,5.654950e+02
25,10,2,5.376604e+02
25,10,3,5.316466e+02
25,10,5,5.289584e+02
25,10,10,5.266283e+02
25,10,20,5.223681e+02
25,10,30,5.223681e+02
25,10,40,5.223681e+02
25,10,50,5.187653e+02
25,10,60,5.187653e+02
25,10,70,5.156695e+02
25,10,80,4.824286e+02
25,10,90,4.802316e+02
25,10,100,4.802316e+02
