funcid,dim,milestone,error
26,10,1,6.889430e+02
26,10,2,4.952086e+02
26,10,3,4.881745e+02
26,10,5,4.781662e+02
26,10,10,4.781662e+02
26,10,20,4.781662e+02
26,10,30,4.453514e+02
26,10,40,4.426085e+02
26,10,50,4.426085e+02
26,10,60,4.426085e+02
26,10,70,4.426085e+02
26,10,80,4.426085e+02
26,10,90,4.426085e+02
26,10,100,4.426085e+02
26,10,1,1.319978e+03
26,10,2,9.728308e+02
26,10,3,9.728308e+02
26,10,5,7.854165e+02
26,10,10,7.780438e+02
26,10,20,7.780438e+02
26,10,30,7.780438e+02
26,10,40,7.780438e+02
26,10,50,7.780438e+02
26,10,60,7.656087e+02
26,10,70,7.656087e+02
26,10,80,7.656087e+02
26,10,90,7.656087e+02
26,10,100,7.656087e+02
26,10,1,7.696259e+02
26,10,2,5.924416e+02
26,10,3,5.021089e+02
26,10,5,4.437008e+02
26,10,10,4.335610e+02
26,10,20,4.335610e+02
26,10,30,4.335610e+02
26,10,40,4.335610e+02
26,10,50,4.018752e+02
26,10,60,4.018752e+02
26,10,70,3.971539e+02
26,10,80,3.971539e+02
26,10,90,3.971539e+02
26,10,100,3.971539e+02
26,10,1,1.858262e+03
26,10,2,1.858262e+03
26,10,3,1.348116e+03
26,10,5,8.059501e+02
26,10,10,8.059501e+02
26,10,20,7.883983e+02
26,10,30,7.883983e+02
26,10,40,7.334389e+02
26,10,50,5.862826e+02
26,10,60,5.793895e+02
26,10,70,5.793895e+02
26,10,80,5.279485e+02
26,10,90,5.279485e+02
26,10,100,5.279485e+02
26,10,1,5.359885e+02
26,10,2,5.333724e+02
26,10,3,5.333724e+02
26,10,5,5.307546e+02
26,10,10,5.307546e+02
26,10,20,5.067730e+02
26,10,30,5.067730e+02
26,10,40,5.067730e+02
26,10,50,5.067730e+02
26,10,60,5.067730e+02
26,10,70,5.067730e+02
26,10,80,5.067730e+02
26,10,90,5.067730e+02
26,10,100,5.067730e+02
26,10,1,2.132915e+03
26,10,2,5.765665e+02
26,10,3,5.629749e+02
26,10,5,5.065415e+02
26,10,10,5.062317e+02
26,10,20,5.062317e+02
26,10,30,5.000851e+02
26,10,40,4.918438e+02
26,10,50,4.918438e+02
26,10,60,4.918438e+02
26,10,70,4.453247e+02
26,10,80,4.453247e+02
26,10,90,4.453247e+02
26,10,100,4.453247e+02
26,10,1,6.820988e+02
26,10,2,5.148018e+02
26,10,3,4.727240e+02
26,10,5,4.727240e+02
26,10,10,4.434785e+02
26,10,20,4.343716e+02
26,10,30,4.044662e+02
26,10,40,4.015338e+02
26,10,50,4.012116e+02
26,10,60,4.012116e+02
26,10,70,4.012116e+02
26,10,80,4.012116e+02
26,10,90,4.012116e+02
26,10,100,4.012116e+02
26,10,1,1.964734e+03
26,10,2,1.964734e+03
26,10,3,1.870547e+03
26,10,5,1.842660e+03
26,10,10,1.758277e+03
26,10,20,1.751849e+03
26,10,30,1.751849e+03
26,10,40,1.751849e+03
26,10,50,1.751849e+03
26,10,60,1.751849e+03
26,10,70,1.749504e+03
26,10,80,1.717572e+03
26,10,90,1.663612e+03
26,10,100,1.660886e+03
26,10,1,1.911814e+03
26,10,2,1.763331e+03
26,10,3,1.505673e+03
26,10,5,1.505673e+03
26,10,10,1.472751e+03
26,10,20,1.472751e+03
26,10,30,1.472751e+03
26,10,40,1.472751e+03
26,10,50,1.472751e+03
26,10,60,1.472751e+03
26,10,70,1.472751e+03
26,10,80,1.472751e+03
26,10,90,1.472751e+03
26,10,100,1.472751e+03
26,10,1,6.948235e+02
26,10,2,5.874605e+02
26,10,3,5.874605e+02
26,10,5,5.379525e+02
26,10,10,4.843091e+02
26,10,20,4.843091e+02
26,10,30,4.761301e+02
26,10,40,4.761301e+02
26,10,50,4.761301e+02
26,10,60,4.761301e+02
26,10,70,4.761301e+02
26,10,80,4.761301e+02
26,10,90,4.761285e+02
26,10,100,4.761285e+02
