funcid,dim,milestone,error
12,30,1,6.876801e+08
12,30,2,6.772263e+08
12,30,3,6.771702e+08
12,30,5,4.191309e+08
12,30,10,4.175415e+08
12,30,20,4.171948e+08
12,30,30,3.944011e+08
12,30,40,3.942315e+08
12,30,50,3.937127e+08
12,30,60,3.937126e+08
12,30,70,3.937126e+08
12,30,80,3.937125e+08
12,30,90,3.937125e+08
12,30,100,3.937125e+08
12,30,1,4.558100e+08
12,30,2,2.654857e+08
12,30,3,2.512387e+08
12,30,5,2.429029e+08
12,30,10,2.370389e+08
12,30,20,2.362889e+08
12,30,30,2.362887e+08
12,30,40,2.362887e+08
12,30,50,2.362886e+08
12,30,60,2.234853e+08
12,30,70,2.234853e+08
12,30,80,2.234773e+08
12,30,90,2.234773e+08
12,30,100,2.203465e+08
12,30,1,1.401713e+09
12,30,2,1.220923e+09
12,30,3,5.205926e+08
12,30,5,4.259028e+08
12,30,10,2.312824e+08
12,30,20,1.999814e+08
12,30,30,1.999810e+08
12,30,40,1.999810e+08
12,30,50,1.999810e+08
12,30,60,1.999810e+08
12,30,70,1.999810e+08
12,30,80,1.999810e+08
12,30,90,1.999810e+08
12,30,100,1.999810e+08
12,30,1,1.045025e+09
12,30,2,6.116665e+08
12,30,3,5.660588e+08
12,30,5,4.832752e+08
12,30,10,3.193171e+08
12,30,20,3.156556e+08
12,30,30,8.764143e+07
12,30,40,8.587255e+07
12,30,50,8.587252e+07
12,30,60,8.587252e+07
12,30,70,8.587252e+07
12,30,80,8.587252e+07
12,30,90,8.587252e+07
12,30,100,8.587252e+07
12,30,1,1.227553e+09
12,30,2,4.805468e+08
12,30,3,4.735243e+08
12,30,5,4.376182e+08
12,30,10,4.302481e+08
12,30,20,2.995818e+08
12,30,30,2.872598e+08
12,30,40,2.872596e+08
12,30,50,2.872596e+08
12,30,60,2.872596e+08
12,30,70,2.870072e+08
12,30,80,2.868854e+08
12,30,90,2.868851e+08
12,30,100,2.868849e+08
12,30,1,1.184835e+09
12,30,2,4.099741e+08
12,30,3,2.044321e+08
12,30,5,1.250667e+08
12,30,10,1.102022e+08
12,30,20,1.099410e+08
12,30,30,9.920423e+07
12,30,40,9.920369e+07
12,30,50,9.920369e+07
12,30,60,9.920369e+07
12,30,70,9.920369e+07
12,30,80,9.920369e+07
12,30,90,9.920369e+07
12,30,100,9.920369e+07
12,30,1,6.365690e+08
12,30,2,2.851027e+08
12,30,3,2.374729e+08
12,30,5,1.893474e+08
12,30,10,1.234461e+08
12,30,20,1.230600e+08
12,30,30,1.230600e+08
12,30,40,1.230600e+08
12,30,50,1.054722e+08
12,30,60,1.054722e+08
12,30,70,1.054722e+08
12,30,80,1.048690e+08
12,30,90,1.048690e+08
12,30,100,1.048690e+08
12,30,1,4.315262e+08
12,30,2,4.282897e+08
12,30,3,2.712341e+08
12,30,5,2.464044e+08
12,30,10,2.410380e+08
12,30,20,1.818825e+08
12,30,30,1.818819e+08
12,30,40,1.816637e+08
12,30,50,1.809641e+08
12,30,60,1.809638e+08
12,30,70,1.809636e+08
12,30,80,1.809636e+08
12,30,90,1.809630e+08
12,30,100,1.809630e+08
12,30,1,7.989585e+08
12,30,2,4.014652e+08
12,30,3,3.702882e+08
12,30,5,3.694631e+08
12,30,10,2.776453e+08
12,30,20,2.776445e+08
12,30,30,2.752148e+08
12,30,40,2.749798e+08
12,30,50,2.749795e+08
12,30,60,2.749795e+08
12,30,70,2.749794e+08
12,30,80,2.749794e+08
12,30,90,2.749794e+08
12,30,100,2.743892e+08
12,30,1,8.258568e+08
12,30,2,7.501937e+08
12,30,3,6.202975e+08
12,30,5,4.885215e+08
12,30,10,4.775573e+08
12,30,20,4.756233e+08
12,30,30,4.750416e+08
12,30,40,4.742358e+08
12,30,50,4.742309e+08
12,30,60,4.742306e+08
12,30,70,4.742304e+08
12,30,80,4.742304e+08
12,30,90,4.742304e+08
12,30,100,4.742304e+08
