funcid,dim,milestone,error
1,30,1,1.123938e+10
1,30,2,5.809851e+09
1,30,3,3.131541e+09
1,30,5,2.747147e+09
1,30,10,2.646181e+09
1,30,20,2.042392e+09
1,30,30,2.042392e+09
1,30,40,2.042392e+09
1,30,50,2.042392e+09
1,30,60,2.042392e+09
1,30,70,2.042392e+09
1,30,80,2.042392e+09
1,30,90,2.042392e+09
1,30,100,2.042392e+09
1,30,1,7.829097e+09
1,30,2,7.829097e+09
1,30,3,5.532290e+09
1,30,5,5.403368e+09
1,30,10,3.510068e+09
1,30,20,3.113379e+09
1,30,30,2.535340e+09
1,30,40,2.401871e+09
1,30,50,2.211165e+09
1,30,60,2.211165e+09
1,30,70,2.211165e+09
1,30,80,2.187055e+09
1,30,90,2.187055e+09
1,30,100,2.187055e+09
1,30,1,7.879215e+09
1,30,2,5.145696e+09
1,30,3,4.056757e+09
1,30,5,3.833770e+09
1,30,10,2.891111e+09
1,30,20,1.952137e+09
1,30,30,1.951268e+09
1,30,40,1.839564e+09
1,30,50,1.701091e+09
1,30,60,1.701091e+09
1,30,70,1.020442e+09
1,30,80,9.581110e+08
1,30,90,9.581110e+08
1,30,100,9.572024e+08
1,30,1,1.348847e+10
1,30,2,7.262558e+09
1,30,3,7.196223e+09
1,30,5,5.514220e+09
1,30,10,3.980378e+09
1,30,20,2.812265e+09
1,30,30,2.588528e+09
1,30,40,2.280590e+09
1,30,50,2.280590e+09
1,30,60,2.280590e+09
1,30,70,2.181744e+09
1,30,80,2.181744e+09
1,30,90,2.181744e+09
1,30,100,2.141322e+09
1,30,1,1.098739e+10
1,30,2,8.633512e+09
1,30,3,7.902633e+09
1,30,5,5.912648e+09
1,30,10,4.508633e+09
1,30,20,3.788771e+09
1,30,30,2.971202e+09
1,30,40,2.971202e+09
1,30,50,2.907160e+09
1,30,60,2.830582e+09
1,30,70,2.736139e+09
1,30,80,2.478678e+09
1,30,90,2.474443e+09
1,30,100,2.474443e+09
1,30,1,1.550711e+10
1,30,2,1.063966e+10
1,30,3,8.007978e+09
1,30,5,7.750594e+09
1,30,10,4.577370e+09
1,30,20,3.814628e+09
1,30,30,3.194058e+09
1,30,40,3.193322e+09
1,30,50,2.934334e+09
1,30,60,2.934334e+09
1,30,70,2.934334e+09
1,30,80,2.239940e+09
1,30,90,2.197495e+09
1,30,100,2.197495e+09
1,30,1,9.908690e+09
1,30,2,7.911748e+09
1,30,3,6.123574e+09
1,30,5,6.123574e+09
1,30,10,2.972448e+09
1,30,20,2.426775e+09
1,30,30,1.780539e+09
1,30,40,1.736375e+09
1,30,50,1.736375e+09
1,30,60,1.736375e+09
1,30,70,1.736375e+09
1,30,80,1.736375e+09
1,30,90,1.736375e+09
1,30,100,1.736375e+09
1,30,1,9.026078e+09
1,30,2,6.038163e+09
1,30,3,5.148695e+09
1,30,5,4.067538e+09
1,30,10,2.765231e+09
1,30,20,2.765231e+09
1,30,30,2.687834e+09
1,30,40,2.398020e+09
1,30,50,2.357975e+09
1,30,60,2.179468e+09
1,30,70,2.168911e+09
1,30,80,2.168911e+09
1,30,90,2.058978e+09
1,30,100,2.043125e+09
1,30,1,5.822784e+09
1,30,2,5.490234e+09
1,30,3,4.368120e+09
1,30,5,3.826401e+09
1,30,10,3.826401e+09
1,30,20,3.826401e+09
1,30,30,3.826401e+09
1,30,40,3.826401e+09
1,30,50,2.906960e+09
1,30,60,2.906960e+09
1,30,70,2.752436e+09
1,30,80,2.627701e+09
1,30,90,2.408328e+09
1,30,100,2.408328e+09
1,30,1,1.284109e+10
1,30,2,1.197375e+10
1,30,3,1.014414e+10
1,30,5,7.771672e+09
1,30,10,5.613249e+09
1,30,20,5.108639e+09
1,30,30,4.744165e+09
1,30,40,4.709457e+09
1,30,50,4.709457e+09
1,30,60,4.669335e+09
1,30,70,4.663923e+09
1,30,80,4.663923e+09
1,30,90,4.536515e+09
1,30,100,4.536515e+09
