funcid,dim,milestone,error
24,30,1,8.780961e+02
24,30,2,8.248535e+02
24,30,3,8.030989e+02
24,30,5,8.022623e+02
24,30,10,8.022623e+02
24,30,20,8.022623e+02
24,30,30,8.022623e+02
24,30,40,7.711864e+02
24,30,50,7.669423e+02
24,30,60,7.226304e+02
24,30,70,7.102577e+02
24,30,80,6.898806e+02
24,30,90,6.591024e+02
24,30,100,6.532422e+02
24,30,1,9.294400e+02
24,30,2,8.294531e+02
24,30,3,7.917472e+02
24,30,5,7.368192e+02
24,30,10,7.353405e+02
24,30,20,7.327431e+02
24,30,30,7.327431e+02
24,30,40,7.327431e+02
24,30,50,7.219735e+02
24,30,60,7.219735e+02
24,30,70,6.918148e+02
24,30,80,6.918148e+02
24,30,90,6.908928e+02
24,30,100,6.903318e+02
24,30,1,8.247122e+02
24,30,2,8.128998e+02
24,30,3,8.109316e+02
24,30,5,8.109316e+02
24,30,10,7.658274e+02
24,30,20,7.435453e+02
24,30,30,7.324433e+02
24,30,40,7.324433e+02
24,30,50,7.323649e+02
24,30,60,7.285477e+02
24,30,70,7.192712e+02
24,30,80,7.191856e+02
24,30,90,7.191856e+02
24,30,100,7.148923e+02
24,30,1,7.941270e+02
24,30,2,7.941270e+02
24,30,3,7.044354e+02
24,30,5,6.798024e+02
24,30,10,6.466404e+02
24,30,20,6.384039e+02
24,30,30,6.316684e+02
24,30,40,6.316684e+02
24,30,50,6.316684e+02
24,30,60,6.316684e+02
24,30,70,6.316684e+02
24,30,80,6.316684e+02
24,30,90,6.316684e+02
24,30,100,6.316684e+02
24,30,1,7.352875e+02
24,30,2,7.335264e+02
24,30,3,7.327744e+02
24,30,5,7.310174e+02
24,30,10,6.984810e+02
24,30,20,6.805405e+02
24,30,30,6.805405e+02
24,30,40,6.805405e+02
24,30,50,6.805405e+02
24,30,60,6.805405e+02
24,30,70,6.805405e+02
24,30,80,6.805405e+02
24,30,90,6.805405e+02
24,30,100,6.802178e+02
24,30,1,7.791657e+02
24,30,2,7.356687e+02
24,30,3,7.350912e+02
24,30,5,7.350912e+02
24,30,10,6.936707e+02
24,30,20,6.768404e+02
24,30,30,6.768404e+02
24,30,40,6.731408e+02
24,30,50,6.731408e+02
24,30,60,6.731408e+02
24,30,70,6.731408e+02
24,30,80,6.731408e+02
24,30,90,6.731408e+02
24,30,100,6.731408e+02
24,30,1,8.153250e+02
24,30,2,7.380151e+02
24,30,3,7.363220e+02
24,30,5,7.363220e+02
24,30,10,6.734252e+02
24,30,20,6.734252e+02
24,30,30,6.734252e+02
24,30,40,6.653137e+02
24,30,50,6.363231e+02
24,30,60,6.363231e+02
24,30,70,6.363231e+02
24,30,80,6.363231e+02
24,30,90,6.263349e+02
24,30,100,6.263349e+02
24,30,1,8.164946e+02
24,30,2,7.299952e+02
24,30,3,7.137508e+02
24,30,5,7.137508e+02
24,30,10,6.976009e+02
24,30,20,6.976009e+02
24,30,30,6.976009e+02
24,30,40,6.976009e+02
24,30,50,6.957477e+02
24,30,60,6.957477e+02
24,30,70,6.957477e+02
24,30,80,6.957477e+02
24,30,90,6.957477e+02
24,30,100,6.957477e+02
24,30,1,6.947835e+02
24,30,2,6.940528e+02
24,30,3,6.940528e+02
24,30,5,6.940528e+02
24,30,10,6.940528e+02
24,30,20,6.877778e+02
24,30,30,6.858465e+02
24,30,40,6.858465e+02
24,30,50,6.822354e+02
24,30,60,6.822354e+02
24,30,70,6.822354e+02
24,30,80,6.822354e+02
24,30,90,6.822354e+02
24,30,100,6.813702e+02
24,30,1,8.604625e+02
24,30,2,7.577017e+02
24,30,3,7.352626e+02
24,30,5,6.899970e+02
24,30,10,6.899970e+02
24,30,20,6.899970e+02
24,30,30,6.859887e+02
24,30,40,6.859887e+02
24,30,50,6.859887e+02
24,30,60,6.859887e+02
24,30,70,6.859887e+02
24,30,80,6.859887e+02
24,30,90,6.859887e+02
24,30,100,6.779267e+02
