funcid,dim,milestone,error
21,30,1,4.341656e+02
21,30,2,4.243059e+02
21,30,3,4.236163e+02
21,30,5,3.729629e+02
21,30,10,3.605899e+02
21,30,20,3.605899e+02
21,30,30,3.605899e+02
21,30,40,3.605899e+02
21,30,50,3.605899e+02
21,30,60,3.605899e+02
21,30,70,3.605899e+02
21,30,80,3.605899e+02
21,30,90,3.605899e+02
21,30,100,3.605899e+02
21,30,1,4.478038e+02
21,30,2,4.221422e+02
21,30,3,4.163695e+02
21,30,5,4.063830e+02
21,30,10,4.000041e+02
21,30,20,3.908303e+02
21,30,30,3.854506e+02
21,30,40,3.723856e+02
21,30,50,3.723856e+02
21,30,60,3.708563e+02
21,30,70,3.689131e+02
21,30,80,3.611359e+02
21,30,90,3.611359e+02
21,30,100,3.611359e+02
21,30,1,4.737934e+02
21,30,2,4.491750e+02
21,30,3,4.192089e+02
21,30,5,3.877111e+02
21,30,10,3.532370e+02
21,30,20,3.532370e+02
21,30,30,3.532370e+02
21,30,40,3.532370e+02
21,30,50,3.532370e+02
21,30,60,3.532370e+02
21,30,70,3.532370e+02
21,30,80,3.532370e+02
21,30,90,3.532370e+02
21,30,100,3.532370e+02
21,30,1,4.536647e+02
21,30,2,4.510170e+02
21,30,3,4.510170e+02
21,30,5,4.510170e+02
21,30,10,4.257338e+02
21,30,20,3.821748e+02
21,30,30,3.755486e+02
21,30,40,3.599771e+02
21,30,50,3.599771e+02
21,30,60,3.599771e+02
21,30,70,3.599771e+02
21,30,80,3.599771e+02
21,30,90,3.599771e+02
21,30,100,3.574486e+02
21,30,1,4.607671e+02
21,30,2,4.389632e+02
21,30,3,4.389632e+02
21,30,5,4.310123e+02
21,30,10,4.259678e+02
21,30,20,3.957977e+02
21,30,30,3.841732e+02
21,30,40,3.838890e+02
21,30,50,3.838890e+02
21,30,60,3.838890e+02
21,30,70,3.838890e+02
21,30,80,3.838890e+02
21,30,90,3.838890e+02
21,30,100,3.838890e+02
21,30,1,4.837650e+02
21,30,2,4.541566e+02
21,30,3,4.011050e+02
21,30,5,3.988364e+02
21,30,10,3.988364e+02
21,30,20,3.988364e+02
21,30,30,3.988364e+02
21,30,40,3.975622e+02
21,30,50,3.975622e+02
21,30,60,3.906022e+02
21,30,70,3.598577e+02
21,30,80,3.598577e+02
21,30,90,3.438803e+02
21,30,100,3.438803e+02
21,30,1,4.734321e+02
21,30,2,4.674482e+02
21,30,3,4.631569e+02
21,30,5,4.309385e+02
21,30,10,4.309385e+02
21,30,20,4.025067e+02
21,30,30,3.776141e+02
21,30,40,3.776141e+02
21,30,50,3.679448e+02
21,30,60,3.679448e+02
21,30,70,3.679448e+02
21,30,80,3.615723e+02
21,30,90,3.615723e+02
21,30,100,3.608330e+02
21,30,1,4.973959e+02
21,30,2,4.787358e+02
21,30,3,4.519388e+02
21,30,5,4.474545e+02
21,30,10,4.474545e+02
21,30,20,4.408477e+02
21,30,30,4.381962e+02
21,30,40,4.381962e+02
21,30,50,4.381962e+02
21,30,60,4.381962e+02
21,30,70,4.381962e+02
21,30,80,4.381962e+02
21,30,90,4.381962e+02
21,30,100,4.381962e+02
21,30,1,4.250868e+02
21,30,2,3.842054e+02
21,30,3,3.842054e+02
21,30,5,3.710453e+02
21,30,10,3.519279e+02
21,30,20,3.519279e+02
21,30,30,3.387784e+02
21,30,40,3.381556e+02
21,30,50,3.381556e+02
21,30,60,3.377854e+02
21,30,70,3.377854e+02
21,30,80,3.377854e+02
21,30,90,3.377854e+02
21,30,100,3.377854e+02
21,30,1,4.613191e+02
21,30,2,4.613191e+02
21,30,3,4.613191e+02
21,30,5,4.531309e+02
21,30,10,4.360400e+02
21,30,20,4.360400e+02
21,30,30,4.353832e+02
21,30,40,4.281229e+02
21,30,50,4.281229e+02
21,30,60,4.281229e+02
21,30,70,4.110294e+02
21,30,80,3.941341e+02
21,30,90,3.797313e+02
21,30,100,3.762100e+02
