funcid,dim,milestone,error
25,30,1,8.171952e+02
25,30,2,7.115910e+02
25,30,3,6.377567e+02
25,30,5,5.762223e+02
25,30,10,5.762223e+02
25,30,20,5.745371e+02
25,30,30,5.468178e+02
25,30,40,5.366085e+02
25,30,50,5.336377e+02
25,30,60,5.335679e+02
25,30,70,5.335679e+02
25,30,80,5.335679e+02
25,30,90,5.335679e+02
25,30,100,5.335679e+02
25,30,1,1.059527e+03
25,30,2,6.829031e+02
25,30,3,6.133435e+02
25,30,5,6.061341e+02
25,30,10,5.696224e+02
25,30,20,5.670387e+02
25,30,30,5.660101e+02
25,30,40,5.660101e+02
25,30,50,5.660101e+02
25,30,60,5.513659e+02
25,30,70,5.298471e+02
25,30,80,5.298471e+02
25,30,90,5.298471e+02
25,30,100,5.298471e+02
25,30,1,8.962216e+02
25,30,2,7.514753e+02
25,30,3,7.027757e+02
25,30,5,6.425000e+02
25,30,10,5.557479e+02
25,30,20,5.410766e+02
25,30,30,5.398441e+02
25,30,40,5.398441e+02
25,30,50,5.398441e+02
25,30,60,5.398441e+02
25,30,70,5.397954e+02
25,30,80,5.397954e+02
25,30,90,5.397954e+02
25,30,100,5.370799e+02
25,30,1,1.506838e+03
25,30,2,9.800694e+02
25,30,3,9.366273e+02
25,30,5,7.474587e+02
25,30,10,6.386965e+02
25,30,20,6.226669e+02
25,30,30,5.783461e+02
25,30,40,5.781233e+02
25,30,50,5.675921e+02
25,30,60,5.675921e+02
25,30,70,5.675921e+02
25,30,80,5.639258e+02
25,30,90,5.639258e+02
25,30,100,5.639258e+02
25,30,1,1.236922e+03
25,30,2,8.423232e+02
25,30,3,8.288415e+02
25,30,5,7.092518e+02
25,30,10,6.095580e+02
25,30,20,5.638228e+02
25,30,30,5.218324e+02
25,30,40,4.953248e+02
25,30,50,4.953248e+02
25,30,60,4.952833e+02
25,30,70,4.895632e+02
25,30,80,4.895632e+02
25,30,90,4.881547e+02
25,30,100,4.848176e+02
25,30,1,1.332315e+03
25,30,2,1.098769e+03
25,30,3,1.073165e+03
25,30,5,8.032041e+02
25,30,10,7.057089e+02
25,30,20,6.292638e+02
25,30,30,5.348808e+02
25,30,40,5.280598e+02
25,30,50,5.261636e+02
25,30,60,5.048480e+02
25,30,70,5.024227e+02
25,30,80,5.024227e+02
25,30,90,5.023871e+02
25,30,100,5.023871e+02
25,30,1,8.508576e+02
25,30,2,7.403413e+02
25,30,3,7.290287e+02
25,30,5,6.607038e+02
25,30,10,5.945794e+02
25,30,20,5.728858e+02
25,30,30,5.475629e+02
25,30,40,5.272114e+02
25,30,50,5.104012e+02
25,30,60,4.984409e+02
25,30,70,4.984409e+02
25,30,80,4.984409e+02
25,30,90,4.958280e+02
25,30,100,4.958280e+02
25,30,1,1.135018e+03
25,30,2,8.469456e+02
25,30,3,7.696509e+02
25,30,5,7.130617e+02
25,30,10,6.800119e+02
25,30,20,6.582570e+02
25,30,30,6.384898e+02
25,30,40,6.371872e+02
25,30,50,6.327423e+02
25,30,60,6.232908e+02
25,30,70,6.214678e+02
25,30,80,6.081538e+02
25,30,90,5.984739e+02
25,30,100,5.900731e+02
25,30,1,8.142782e+02
25,30,2,6.506920e+02
25,30,3,6.086579e+02
25,30,5,5.981854e+02
25,30,10,5.799395e+02
25,30,20,5.439269e+02
25,30,30,5.392929e+02
25,30,40,5.392929e+02
25,30,50,5.181177e+02
25,30,60,5.046748e+02
25,30,70,5.046748e+02
25,30,80,5.046748e+02
25,30,90,5.046748e+02
25,30,100,5.046748e+02
25,30,1,1.299851e+03
25,30,2,9.920881e+02
25,30,3,9.605347e+02
25,30,5,8.746144e+02
25,30,10,7.658696e+02
25,30,20,6.663693e+02
25,30,30,6.270339e+02
25,30,40,6.185845e+02
25,30,50,6.185845e+02
25,30,60,6.040221e+02
25,30,70,5.724621e+02
25,30,80,5.724621e+02
25,30,90,5.645156e+02
25,30,100,5.582286e+02
